PMID,SMILES,Compound_ID,DOI,Year,EC50_EBOV,EC50_SUDV,EC50_MARV,CC50,SI,Mechanism_Declared,Target_Tested_Yes_No,Suggested_Tier,Confidence_Score_Final,Reason_Tier,docking_deltaG_Lpoly,docking_deltaG_VP40,docking_deltaG_VP35
42217450,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
42208730,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
42207884,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
42191025,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
42172692,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
42171204,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
42167973,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
42165438,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
42163304,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
42160378,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
42159754,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
42157061,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
42156223,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
42154348,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
42150581,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
42149615,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
42148982,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
42144460,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
42141289,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
42127218,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
42125210,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
42112364,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
42105630,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
42101989,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
42098759,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
42098405,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
42096618,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
42092966,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
42092437,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
42091240,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
42089631,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
42085277,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
42083790,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
42081146,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
42080095,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
42078497,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
42072756,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
42070507,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
42069597,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
42064203,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
42059390,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
42056077,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
42052926,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
42049110,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
42048463,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
42044677,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
42043582,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
42043549,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
42041602,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
42041329,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
42041299,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
42035994,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
42026922,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
42025846,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
42025762,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
42024163,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
42015279,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
42015182,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
42011777,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
42008768,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
42000841,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41990758,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41986477,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41982017,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41980120,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41977174,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41968360,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41966821,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41962742,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41961912,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41960792,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41953939,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41951842,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41950859,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41947565,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41945571,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41941534,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41933619,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41925978,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41925725,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41921980,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41921403,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41911664,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41904145,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41903124,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41902924,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41896609,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41896223,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41893878,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41888545,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41882206,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41881974,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41880742,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41879713,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41878634,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41862858,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41857394,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41857015,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41851263,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41851103,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41848051,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41844885,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41840818,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41839884,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41839374,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41839210,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41832553,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41828601,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41824381,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41824116,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41824092,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41821011,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41820432,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41819639,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41819432,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41817930,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41814415,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41814375,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41810835,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41810557,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41807509,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41789358,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41785894,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41784041,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41780845,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41779223,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41774612,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41771367,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41764586,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41760573,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41750609,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41744921,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41742239,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41742208,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41741410,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41739398,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41733872,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41732190,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41730678,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41730511,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41729746,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41727725,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41726239,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41724443,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41722733,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41716034,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41714931,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41714741,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41714320,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41713602,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41709421,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41703167,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41692528,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41689827,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41685933,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41683646,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41680869,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41680298,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41674635,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41674363,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41672330,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41671877,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41671652,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41667448,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41661890,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41660941,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41660840,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41647720,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41645121,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41645084,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41640645,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41640623,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41637530,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41635907,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41633010,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41627162,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41619587,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41617883,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41617149,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41616632,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41616038,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41610955,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41608076,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41606729,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41600836,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41600808,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41596720,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41594090,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41592114,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41590184,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41585490,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41578410,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41577351,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41577259,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41576953,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41572186,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41570020,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41569311,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41566085,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41563969,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41557340,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41555698,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41551606,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41550922,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41544629,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41543980,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41535626,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41533029,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41530760,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41530384,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41526712,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41522045,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41519167,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41514447,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41513652,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41511276,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41507676,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41504460,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41500115,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41494606,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41493443,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41493057,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41492073,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41490528,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41489772,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41476264,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41474881,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41474324,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41472248,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41470189,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41469505,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41467787,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41465152,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41464146,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41463009,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41459482,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41436454,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41431794,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41430555,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41430213,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41423124,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41419610,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41418889,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41417045,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41412141,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41410394,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41399629,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41398626,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41398324,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41396481,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41393400,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41392205,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41391472,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41389000,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41388734,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41384893,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41380962,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41380017,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41378893,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41377211,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41375868,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41374964,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41372121,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41367669,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41364700,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41357738,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41356201,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41355759,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41354112,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41351332,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41350392,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41347510,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41344938,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41343462,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41342206,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41339704,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41339341,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41338325,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41337696,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41327164,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41327135,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41322621,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41319832,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41318746,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41316710,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41313969,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41312760,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41305449,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41305432,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41303089,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41297734,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41297530,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41296812,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41296619,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41296208,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41291652,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41289653,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41288773,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41287919,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41284734,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41284653,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41283314,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41282728,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41282458,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41281989,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41281630,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41275967,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41274418,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41268631,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41267038,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41266876,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41266289,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41263641,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41261268,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41258035,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41243355,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41242333,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41241749,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41240101,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41239864,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41239245,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41237522,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41229631,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41221292,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41217172,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41213475,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41213283,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41212357,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41207529,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41207258,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41204029,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41201788,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41199259,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41197749,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41197413,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41192494,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41184571,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41180816,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41180070,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41179660,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41175885,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41175728,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41168839,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41167708,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41166286,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41165053,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41156222,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41154663,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41154133,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41153846,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41149882,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41149597,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41145671,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41142377,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41136374,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41134767,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41129053,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41125872,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41121975,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41119561,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41117823,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41115880,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41112209,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41100815,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41100072,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41092928,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41092927,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41092926,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41091685,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41087001,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41086178,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41085327,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41083940,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41082862,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41082248,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41075615,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41074745,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41071254,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41067869,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41067485,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41060029,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41058084,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41057050,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41054530,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41049730,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41044403,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41040300,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41039315,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41037786,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41032887,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41025556,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41017244,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41015051,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41012474,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
41007133,,,,,,,,,,,,0.7,,Tier 2: phenotypic,,,
